t;beat
258.615;2
258.940;3
259.280;4
259.620;1
259.960;2
260.300;3
260.625;4
260.950;1
261.315;2
261.680;3
262.025;4
262.370;1
262.715;2
263.060;3
263.405;4
263.750;1
264.105;2
264.460;3
264.805;4
265.150;1
265.495;2
265.840;3
266.185;4
266.530;1
266.875;2
267.220;3
267.565;4
267.910;1
268.255;2
268.600;3
268.945;4
269.290;1
269.635;2
269.980;3
270.435;4
270.890;1
