t;beat
123.880;8
124.320;9
124.750;1
125.270;2
125.780;3
126.320;4
126.860;5
127.380;6
127.890;7
128.700;8
129.520;9
130.420;1
130.980;2
131.530;3
132.050;4
132.440;5
132.790;6
133.140;7
133.580;8
134.010;9
134.580;1
135.000;2
135.400;3
135.790;4
136.140;5
136.490;6
136.830;7
137.250;8
137.670;9
138.290;1
138.720;2
139.100;3
139.440;4
139.750;5
140.060;6
140.350;7
140.690;8
141.000;9
141.420;1
141.820;2
142.130;3
142.430;4
142.740;5
143.060;6
143.440;7
143.960;8
144.480;9
145.010;1
145.550;2
145.910;3
146.220;4
146.550;5
146.840;6
147.190;7
147.590;8
147.930;9
148.420;1
148.790;2
149.150;3
149.460;4
149.760;5
150.050;6
150.340;7
150.690;8
151.050;9
151.540;1
151.920;2
152.240;3
152.600;4
153.050;5
153.480;6
153.870;7
154.230;8
154.580;9
154.910;1
155.290;2
155.640;3
155.980;4
156.310;5
156.690;6
157.100;7
157.590;8
158.150;9
159.050;1
159.630;2
160.010;3
160.360;4
160.700;5
161.030;6
161.350;7
161.730;8
162.110;9
162.620;1
163.040;2
163.360;3
163.680;4
163.990;5
164.290;6
164.590;7
164.890;8
165.190;9
165.500;1
165.800;2
166.100;3
166.390;4
166.670;5
166.940;6
167.200;7
167.490;8
167.790;9
168.070;1
168.480;2
168.750;3
169.040;4
169.350;5
169.650;6
169.930;7
170.200;8
170.470;9
170.730;1
171.020;2
171.320;3
171.600;4
171.880;5
172.160;6
172.430;7
172.770;8
173.120;9
173.550;1
173.880;2
174.190;3
174.490;4
174.770;5
175.050;6
175.310;7
175.640;8
176.000;9
176.430;1
176.770;2
177.080;3
177.370;4
177.650;5
177.930;6
178.190;7
178.470;8
178.760;9
179.080;1
179.380;2
179.650;3
179.940;4
180.230;5
180.520;6
180.810;7
181.140;8
181.500;9
182.000;1
182.390;2
182.770;3
183.120;4
183.410;5
183.730;6
184.030;7
184.380;8
184.710;9
185.160;1
185.530;2
185.870;3
186.200;4
186.510;5
186.780;6
187.070;7
187.390;8
187.700;9
188.010;1
188.320;2
188.600;3
188.890;4
189.190;5
189.500;6
189.790;7
190.100;8
190.450;9
190.800;1
191.090;2
191.390;3
191.700;4
191.980;5
192.310;6
192.660;7
193.070;8
193.500;9
194.150;1
194.690;2
195.060;3
195.400;4
195.720;5
196.030;6
196.340;7
196.750;8
197.170;9
197.690;1
198.160;2
198.450;3
198.770;4
199.080;5
199.390;6
199.710;7
200.080;8
200.490;9
201.070;1
201.620;2
201.980;3
202.300;4
202.630;5
202.940;6
203.270;7
203.610;8
203.920;9
204.280;1
204.680;2
205.070;3
205.460;4
205.900;5
206.340;6
206.850;7
207.440;8
208.200;9
210.760;1
211.460;2
211.890;3
212.380;4
212.970;5
213.530;6
214.130;7
214.740;8
215.340;9
215.970;1
216.460;2
216.860;3
217.300;4
217.850;5
218.400;6
218.950;7
219.570;8
220.230;9
220.890;1
221.410;2
221.800;3
222.240;4
222.760;5
223.280;6
223.780;7
224.340;8
224.920;9
225.470;1
226.000;2
226.460;3
226.870;4
227.400;5
227.930;6
228.490;7
229.080;8
229.710;9
230.340;1
230.870;2
231.270;3
231.660;4
232.160;5
232.570;6
233.000;7
233.600;8
234.040;9
234.410;1
234.780;2
235.160;3
235.570;4
236.040;5
236.510;6
237.040;7
237.590;8
238.150;9
238.770;1
239.210;2
239.570;3
239.960;4
240.360;5
240.750;6
241.170;7
241.770;8
242.190;9
242.570;1
242.960;2
243.350;3
243.740;4
244.210;5
244.720;6
245.250;7
246.080;8
247.020;9
247.970;1
248.340;2
248.740;3
249.310;4
249.830;5
250.330;6
250.850;7
251.470;8
252.070;9
252.680;1
253.280;2
253.790;3
254.240;4
254.750;5
255.290;6
255.790;7
256.310;8
256.820;9
257.340;1
257.770;2
258.160;3
258.660;4
259.160;5
259.660;6
260.210;7
260.760;8
261.310;9
261.900;1
262.470;2
262.940;3
263.430;4
264.000;5
264.580;6
265.140;7
265.790;8
266.470;9
267.230;1
267.660;2
268.110;3
268.560;4
269.090;5
269.610;6
270.140;7
270.720;8
271.290;9
271.890;1
272.330;2
272.750;3
273.270;4
273.790;5
274.310;6
274.860;7
275.540;8
276.190;9
276.930;1
277.390;2
277.830;3
278.380;4
279.080;5
279.780;6
280.480;7
281.230;8
281.990;9
282.760;1
283.500;2
283.970;3
284.410;4
284.850;5
285.230;6
285.560;7
285.950;8
286.300;9
286.660;1
287.030;2
287.470;3
288.060;4
288.560;5
289.000;6
289.690;7
290.430;8
291.190;9
291.980;1
292.610;2
293.000;3
293.390;4
293.740;5
294.090;6
294.460;7
294.830;8
295.170;9
295.520;1
295.880;2
296.330;3
296.870;4
297.390;5
297.840;6
298.540;7
299.200;8
299.880;9
300.580;1
301.130;2
301.530;3
302.090;4
302.740;5
303.370;6
304.050;7
304.820;8
305.600;9
306.400;1
307.070;2
307.540;3
308.000;4
308.470;5
308.970;6
309.520;7
310.130;8
310.840;9
311.930;1
312.750;2
313.540;3
314.410;4
315.250;5
316.090;6
316.930;7
317.770;8
318.610;9
