t;beat
72.450;6
72.850;1
73.250;2
73.640;3
74.050;4
74.470;5
74.860;6
75.250;1
75.650;2
76.030;3
76.450;4
76.840;5
77.250;6
77.640;1
78.050;2
78.460;3
78.850;4
79.260;5
79.660;6
80.060;1
80.460;2
80.850;3
81.250;4
81.650;5
82.050;6
82.460;1
82.860;2
83.240;3
83.650;4
84.060;5
84.450;6
84.840;1
85.260;2
85.650;3
86.060;4
86.460;5
86.860;6
87.270;1
87.660;2
88.050;3
88.450;4
88.850;5
89.250;6
89.660;1
90.050;2
90.440;3
90.840;4
91.250;5
91.660;6
92.070;1
92.450;2
92.830;3
93.260;4
93.650;5
94.060;6
94.450;1
94.850;2
95.250;3
95.660;4
96.070;5
96.450;6
96.860;1
97.260;2
97.650;3
98.050;4
98.460;5
98.850;6
99.260;1
99.650;2
100.050;3
100.460;4
100.860;5
101.250;6
101.660;1
102.050;2
102.450;3
102.850;4
103.250;5
103.650;6
104.070;1
104.470;2
104.860;3
105.260;4
105.650;5
106.060;6
106.460;1
106.850;2
107.250;3
107.650;4
108.040;5
108.440;6
108.850;1
109.260;2
109.650;3
110.060;4
110.460;5
110.860;6
111.270;1
111.670;2
112.070;3
112.450;4
112.850;5
113.250;6
113.640;1
114.030;2
114.420;3
114.840;4
115.250;5
115.660;6
116.070;1
116.450;2
116.830;3
117.230;4
117.640;5
118.050;6
118.460;1
118.860;2
119.260;3
119.660;4
120.060;5
120.460;6
120.860;1
121.260;2
121.660;3
122.060;4
122.460;5
122.860;6
123.250;1
123.650;2
124.050;3
124.460;4
124.860;5
125.250;6
125.630;1
126.030;2
126.400;3
126.790;4
127.230;5
127.660;6
128.060;1
128.460;2
128.860;3
129.250;4
129.660;5
130.060;6
130.460;1
130.860;2
131.260;3
131.660;4
132.040;5
132.440;6
132.850;1
133.240;2
133.640;3
134.040;4
134.450;5
134.850;6
135.240;1
135.630;2
136.030;3
136.450;4
136.860;5
137.260;6
137.670;1
138.050;2
138.460;3
138.830;4
139.230;5
139.640;6
140.050;1
140.450;2
140.850;3
141.250;4
141.640;5
142.040;6
142.430;1
142.850;2
143.250;3
143.650;4
144.040;5
144.430;6
144.840;1
145.250;2
145.660;3
146.060;4
146.460;5
146.860;6
147.260;1
147.660;2
148.040;3
148.440;4
148.850;5
149.250;6
149.650;1
150.050;2
150.450;3
150.850;4
151.250;5
151.650;6
152.050;1
152.450;2
152.850;3
153.240;4
153.650;5
154.050;6
154.450;1
154.850;2
155.250;3
155.650;4
156.050;5
156.450;6
156.850;1
157.260;2
157.640;3
158.040;4
158.440;5
158.840;6
159.230;1
159.630;2
160.040;3
160.460;4
160.870;5
161.240;6
161.660;1
162.050;2
162.440;3
162.840;4
163.240;5
163.640;6
164.040;1
164.440;2
164.850;3
165.250;4
165.650;5
166.060;6
166.460;1
166.850;2
167.250;3
167.640;4
168.050;5
168.450;6
168.850;1
169.230;2
169.620;3
170.040;4
170.450;5
170.850;6
171.250;1
171.640;2
172.030;3
172.450;4
172.880;5
173.280;6
173.660;1
174.060;2
174.450;3
174.860;4
175.270;5
175.680;6
176.070;1
176.460;2
176.850;3
177.260;4
177.650;5
178.050;6
178.450;1
178.850;2
179.250;3
179.670;4
180.070;5
180.470;6
180.880;1
181.260;2
181.650;3
182.060;4
182.490;5
182.870;6
183.270;1
183.670;2
184.060;3
184.450;4
184.860;5
185.260;6
185.680;1
186.080;2
186.460;3
186.850;4
187.250;5
187.640;6
188.060;1
188.460;2
188.850;3
189.250;4
189.660;5
190.070;6
190.470;1
190.870;2
191.270;3
191.660;4
192.070;5
192.450;6
192.870;1
193.270;2
193.660;3
194.050;4
194.440;5
194.830;6
195.240;1
195.630;2
196.030;3
196.450;4
196.840;5
197.250;6
197.630;1
198.040;2
198.450;3
198.870;4
199.250;5
199.670;6
200.090;1
200.510;2
200.930;3
201.360;4
201.790;5
202.220;6
202.650;1
203.070;2
203.600;3
204.050;4
204.510;5
204.960;6
205.460;1
205.940;2
206.400;3
206.870;4
207.340;5
207.810;6
